sm,ft,ma,gt
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)OCCOCCN3CCN(C(c4ccccc4)c4ccc(Cl)cc4)CC3)cc3ccccc23)c1O,[ 1.9941027 -5.2595787  2.3661184 ...  0.         0.         0.       ],[False False False False  True],[ 0.29984379  0.9783645  -0.74225815 -0.32597056  0.03813747]
CC(C(=O)O)c1ccc(C2CCCCC2)cc1,[14.908022 10.954722 -5.796169 ...  0.        0.        0.      ],[False False False False  True],[ 0.49336049  0.90908416 -0.21174641 -0.59014416  0.16407982]
CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,[ 0.5460844  6.3513927 -2.8101196 ...  0.         0.         0.       ],[False False False False  True],[-0.02167661 -0.97696625  0.84825493 -0.00271569  0.59334812]
CC1(C)SC2C(NC(=O)C(NC(=O)NC(N)=[NH2+])c3ccccc3)C(=O)N2C1C(=O)[O-],[-12.823234  17.100483  -4.110962 ...   0.         0.         0.      ],[False False  True False False],[ 0.36522494 -0.23866645 -0.93019727 -0.81297363 -0.78131898]
CCCCP(=S)(CCCC)CCCC,[ 1.9363186 -2.878461   3.9143136 ...  0.         0.         0.       ],[False False False False  True],[-0.33305834  0.89442024 -0.92765917 -0.08627533 -0.01108647]
C=CC(=O)NCOC,[15.228643  -2.1708798  7.8314157 ...  0.         0.         0.       ],[False False False False  True],[ 0.07070974 -0.53416117 -0.5840201  -0.72905318  0.13126386]
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,[-4.74522  -1.221474 -4.281235 ...  0.        0.        0.      ],[False False False  True False],[-0.40428244  0.84596724 -0.9526288  -0.82995613 -0.18854266]
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,[ 9.097526 -7.557616  9.57698  ...  0.        0.        0.      ],[ True False False False False],[-0.10255532 -0.65199409 -0.92559956 -0.87887264 -0.2237117 ]
N#Cc1cc([N+](=O)[O-])ccc1N,[-2.6048076  5.761687   1.7015324 ...  0.         0.         0.       ],[False False False False  True],[ 0.36944405  0.95797058 -0.76521677 -0.81748557 -0.40931264]
CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,[12.570467  -2.0040197  4.9122324 ...  0.         0.         0.       ],[False  True False False False],[-0.18891047  0.96986706  0.25634642 -0.88099782 -0.20520248]
CCC(=O)c1ccc(N)cc1,"[-14.602551    3.454484   -6.2804904 ...   0.          0.
   0.       ]",[False False False False  True],[-0.13362817  0.34289159 -0.89574386 -0.69102151  0.16851441]
Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1,"[-7.185234    9.595584   -0.24472576 ...  0.          0.
  0.        ]",[False  True False False False],[ 0.6627566   0.72703102 -0.90893087 -0.65113726  0.3059144 ]
CCOc1ccccc1C(=O)NCc1ccco1,[23.685526 -6.798829  9.931434 ...  0.        0.        0.      ],[False  True False False False],[ 0.5572057   0.75598227 -0.7698079  -0.9247437  -0.25639921]
CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,"[16.0462      0.21525049  7.956731   ...  0.          0.
  0.        ]",[False False False False  True],[ 0.06829387  0.74393583 -0.2731263  -0.88210429 -0.16762749]
CCCCOCCO,"[-19.180956    5.5498734  -8.2687435 ...   0.          0.
   0.       ]",[False False False False  True],[-0.36544419  0.63802416 -0.90835574 -0.24591644 -0.06474501]
CC1(C)CCC2(C(=O)[O-])CCC3(COC(=O)/C=C/c4cc(O)ccc4NC(=O)/C=C/C(=O)[O-])C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,"[  8.676851   -6.4927473 -13.930806  ...   0.          0.
   0.       ]",[False False  True False False],[-0.24909871  0.66883067 -0.5629742  -0.43176378 -0.40622599]
CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(C)C)C(=O)C(F)(F)C(F)(F)F,[14.252518   0.0448904 -1.9064248 ...  0.         0.         0.       ],[ True False False False False],[ 0.18993543  0.6733224  -0.48476216 -0.21372747 -0.42211416]
CC1CC=CC2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C23OC(=O)OC=CC(C)(O)C1=O,[ 25.653591 -11.1778    15.780713 ...   0.         0.         0.      ],[False False False False  True],[-0.40143609  0.88889647 -0.89295641 -0.51660467  0.97117517]
CNC(=O)ON=C1COCCS1,[ 33.059757 -15.395941  17.546656 ...   0.         0.         0.      ],[False False False False  True],[-0.03939898  0.58200122 -0.95285691 -0.08627533  0.51662971]
O=C(CCl)OCC1CC2C=CC1C2,"[ -2.541144   -0.9439192 -18.341825  ...   0.          0.
   0.       ]",[False False False False  True],[-0.0097244  -0.82156573 -0.87065722 -0.45515273  0.2368071 ]
C=CN(C)C(C)=O,"[-10.897251   -5.6888137  -6.755899  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.22398888  0.94130882 -0.9108579  -0.96902744 -0.4443459 ]
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,[-5.0154505 -1.5519106 -0.6685704 ...  0.         0.         0.       ],[False False False  True False],[-0.10906747 -0.57104874 -0.00151745 -0.80488824 -0.08702496]
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,[-8.4046545  3.3889925  3.5132391 ...  0.         0.         0.       ],[False False False False  True],[-0.47293791  0.97186904 -0.47830826 -0.88834358  0.01773836]
COc1c(C)ccc(C)c1N(COC(C)C)C(=O)CCl,[-8.531226  18.19655   -4.6861477 ...  0.         0.         0.       ],[False False False False  True],[-0.15696472  0.68577774 -0.97521179 -0.81242758 -0.13614191]
O=C([O-])[O-].[Li+].[Li+],"[-10.734314    -0.74854755  -3.1919105  ...   0.           0.
   0.        ]",[False False False  True False],[-0.231616    0.87674254 -0.80559346 -0.35366618  0.08858242]
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,[  6.835782 -27.15519   15.056254 ...   0.         0.         0.      ],[False False  True False False],[ 0.39391439  0.81702651 -0.94233687 -0.61191685 -0.29920859]
O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,"[-12.124374     5.050167     0.18394256 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.57443915  0.82074892 -0.85644952 -0.81312598  0.06119734]
Cc1c(Cl)cccc1CC(Cl)C#N,[-14.098387  10.803219  -3.162972 ...   0.         0.         0.      ],[False False False False  True],[ 0.57457114  0.36965854 -0.9452445  -0.7747879  -0.09534368]
c1ccc(CCc2ccccc2)cc1,[ 3.4005082 -2.051996  -9.880348  ...  0.         0.         0.       ],[False False False False  True],[-0.97007622  0.90320665 -0.97154121 -0.45281494 -0.41685144]
CCCC(=O)C(CC)Cc1ccccc1,"[-15.843564   14.279398   -0.6463653 ...   0.          0.
   0.       ]",[False False False False  True],[-0.07757883  0.9785542  -0.63755492 -0.72392104 -0.38980044]
c1ccc(-c2ccccn2)nc1,[ 3.3106456 -8.440213  17.678333  ...  0.         0.         0.       ],[False False False False  True],[ 0.12751929  0.90218463 -0.96114126  0.91644036  0.28736142]
NCCCCCCC(=O)O,[14.962367  -4.794976   9.8918495 ...  0.         0.         0.       ],[False False False False  True],[ 0.02198167  0.99419569 -0.84344468 -0.17061265 -0.59334812]
CCN(CC)C(=O)CSc1ccc(Cl)nn1,[ 7.840403 -8.776424  8.140955 ...  0.        0.        0.      ],[False False False False  True],[ 0.31769621  0.60712475 -0.98091608 -0.93222252 -0.14279379]
C#CCCCC#C,[15.534417  -5.2352195 -4.26737   ...  0.         0.         0.       ],[False False False False  True],[ 0.30788465  0.99977026 -0.44865336  0.41508252 -0.41818182]
N#Cc1ccc2ccc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,[4.806511  1.2365856 4.512885  ... 0.        0.        0.       ],[False  True False False False],[ 0.49281273 -0.22776957  0.69650986 -0.92590401 -0.11460511]
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,"[-6.63671     0.17527342 -9.624747   ...  0.          0.
  0.        ]",[ True False False False False],[ 0.08715341 -0.77423488 -0.73527254 -0.86318253 -0.48940184]
CCCCOP(=O)(OCCO)OCCCC,[ 35.834938 -20.458025  21.070011 ...   0.         0.         0.      ],[False False False False  True],[ 0.65495213  0.17763494 -0.24430956 -0.73612715 -0.04523282]
FC(F)=C(F)c1ccccc1,"[ 10.125235    5.5356007 -17.083643  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.25262339 -0.56586828 -0.04416368 -0.81260871 -0.33037694]
C=C(C)c1ccc(C(C)(C)N=C=O)cc1,"[-10.326107    1.60499    -3.3526251 ...   0.          0.
   0.       ]",[False False False False  True],[-0.05970646  0.84668721 -0.24732585 -0.90121272 -0.39290466]
CNC(=O)ON=C(SCC(N)=O)C(C)(C)C,"[  7.5944633 -12.334078    1.4720078 ...   0.          0.
   0.       ]",[False False False False  True],[-0.69402126 -0.48044557 -0.80993501 -0.56614347  0.88603104]
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,[-12.027464  22.451252   8.623227 ...   0.         0.         0.      ],[ True  True False False  True],[ 0.505329    1.         -0.94944304 -0.08627533 -0.3232816 ]
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,[ 10.945253 -42.656837  24.469398 ...   0.         0.         0.      ],[False  True False False  True],[-0.20470108 -0.36720827 -0.96487315 -0.53570886 -0.23769401]
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(C)=O,[-14.425395  17.444582  -3.711749 ...   0.         0.         0.      ],[ True False False False False],[ 0.13089676  0.68195833 -0.5640301  -0.85163359  0.07244022]
NC(=O)c1nc[nH]c1N=NN(CCCl)CCCl,[ 5.6115603  1.4392755 -4.802772  ...  0.         0.         0.       ],[False False False False  True],[-0.4692722   0.8869319  -0.78509386  0.16440359  0.2097561 ]
CC(=O)Nc1ccc(N)cc1,[ 3.8932047  3.3731508 -1.0647137 ...  0.         0.         0.       ],[False False False False  True],[ 0.53121836  0.77057577 -0.94523214 -0.73346567 -0.34013304]
C=Cc1ccc(CC)cn1,"[-14.09882     2.2544756  -1.450876  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.58599987 -0.02025519 -0.95390348 -0.67888646 -0.22660754]
CCN(CC)c1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,[ 6.729512  -0.0349474 10.668757  ...  0.         0.         0.       ],[ True False False False False],[ 0.24124659  0.41487636 -0.15923531 -0.17090988  0.41254063]
Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,"[-7.705648   -0.84462774 -7.3042216  ...  0.          0.
  0.        ]",[False  True False False False],[ 0.56870555  0.89246677 -0.9610688  -0.83768488  0.04737166]
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,[11.640272  -2.0759177  6.0012007 ...  0.         0.         0.       ],[False False False  True False],[-0.61681507  0.6081761  -0.60239546 -0.54585335 -0.87747606]
CCC(SC(C)=NOC(=O)NC)C(N)=O,"[-21.159422    3.4619303   2.0690494 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.12031765 -0.93973412 -0.81450132 -0.66250307  0.74190687]
CCOC(C1=NCCCN1)c1ccc(Cl)cc1,[-5.5340548  4.3338227 -4.7297487 ...  0.         0.         0.       ],[False False False False  True],[-0.17443311  0.97532379 -0.88961769 -0.80281645 -0.03769401]
C=CN(CC)C(C)=O,[ 13.489462 -11.710064   9.002232 ...   0.         0.         0.      ],[False False False False  True],[ 0.65324328  0.73639246 -0.76751517 -0.74195374 -0.39157428]
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C1=O,[-6.7744474  7.2290277  1.5224231 ...  0.         0.         0.       ],[ True False False False False],[-0.17803105  0.98292664 -0.94412461 -0.24037597 -0.45762487]
CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O,[ 2.7552166 -2.51504   -3.5686786 ...  0.         0.         0.       ],[False  True False False False],[ 0.01649681  0.54918759 -0.78541534 -0.27080974 -0.19934404]
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,"[-10.680902    1.1347144 -10.205584  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.15663555  0.9790435  -0.86273874 -0.72507496 -0.1804878 ]
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,[18.170113   4.3830805  6.6226053 ...  0.         0.         0.       ],[False False False False  True],[ 0.44637326  0.97129666 -0.89387579 -0.87971469  0.44656319]
Nc1ccccc1SCc1ncon1,[ 7.151043  -8.259648   1.6909571 ...  0.         0.         0.       ],[False False False False  True],[ 0.60201181 -0.17555754 -0.3396914  -0.56316675  0.38625277]
OC[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,[ 1.156645  -2.8909416  7.153699  ...  0.         0.         0.       ],[False  True False False False],[ 0.32199603  0.74475628 -0.95648635 -0.22391663 -0.25809983]
COc1ccc(C2=Cc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,[ 8.0441065 -6.7329187  6.3083034 ...  0.         0.         0.       ],[False False False False  True],[ 0.72343855 -0.22999501 -0.93994183 -0.95093018 -0.26607539]
CC1CCCC(C)N1CCCNc1n[nH]c2ccccc12,[30.274292 -6.121954  3.081242 ...  0.        0.        0.      ],[False False False False  True],[ 0.72735963  0.95974663 -0.95614079 -0.80958363  0.02926829]
CC(C)(C)OOC(=O)C(C)(C)C,"[ 0.32781696 -0.0736742   4.4243584  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.08169051  0.54613067  0.49487312  0.49864216 -0.41596452]
O=C(Cc1ccc(O)c(O)c1)c1ccc(O)c(O)c1O,[-7.7833295  1.8674737  0.0335927 ...  0.         0.         0.       ],[False False False False  True],[ 0.48945885 -0.05798189 -0.63018391  0.83288072 -0.18004435]
O=[N+]([O-])c1cccc(C(F)(F)F)c1,[19.457787 -5.994426  9.884446 ...  0.        0.        0.      ],[False False False False  True],[ 0.25590058  0.84529419 -0.60910984 -0.87967896 -0.02217295]
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,"[-11.423777   -1.0037148  -5.944344  ...   0.          0.
   0.       ]",[False False False  True False],[-0.23159057  0.70073766 -0.67685248 -0.57092125  0.65413755]
CC(=Cc1ccccc1)CC(=O)NC1CCCCC1,"[ 4.155801   -0.49529278  5.2909446  ...  0.          0.
  0.        ]",[False False False False  True],[-0.5466329   0.89817742 -0.14352492 -0.57364048 -0.27184035]
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,[-15.550899  13.392139  -6.379459 ...   0.         0.         0.      ],[ True False False False False],[ 0.37273687  0.6377554  -0.03186646 -0.79978074  0.14453819]
Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1,[-9.040939   7.0355806 -1.9832772 ...  0.         0.         0.       ],[False  True False False False],[-0.00303314  0.98345643 -0.66168125 -0.83025096  0.65125548]
CCOC(=S)SCC#N,[-4.200878   3.6927462 -0.3496083 ...  0.         0.         0.       ],[False False False False  True],[ 0.300219    0.86763077 -0.85043558 -0.96025333  0.15033259]
COc1c(OP(=S)(OC)OCC(C)C)cnn(C)c1=O,[-7.9616714  3.375999   3.7800481 ...  0.         0.         0.       ],[False False False False  True],[ 0.35247967  0.76980864 -0.96263768  0.16440359  0.827051  ]
O=C(O)c1ccc(Cl)cc1,[ 25.699818 -11.867768   6.23256  ...   0.         0.         0.      ],[False False False False  True],[ 0.03284976  0.30430127 -0.65580722 -0.64868502 -0.18580931]
OCCOCCOCCOCCO,"[  3.1228707   8.5557785 -12.048382  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.17849786  0.6174867  -0.45888179 -0.58294823 -0.76274945]
C=CCOC(=O)C(=C)C,[-4.4943676  4.758017  -5.6612506 ...  0.         0.         0.       ],[False False False False  True],[ 0.43394985  0.97147266 -0.33753566 -0.7005291  -0.03503326]
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,"[-19.16973     1.0322189   8.316305  ...   0.          0.
   0.       ]",[ True False False False False],[ 0.20444653  0.20375189 -0.95461074 -0.73173745 -0.24157409]
COc1ccc(CCl)cc1OC,[ 0.719573  11.088395   7.0196543 ...  0.         0.         0.       ],[False False False False  True],[ 0.7325839   0.87581245 -0.82144222 -0.69402015 -0.41995565]
CC(C)CC(=O)CC(C)C,[ 5.307824 -6.966778 12.731285 ...  0.        0.        0.      ],[False False False False  True],[-0.32003971  0.94200016 -0.96775932 -0.36277377 -0.5113082 ]
CCNc1nc(NC(C)C)nc(SC)n1,[-0.5626509 -3.6654732 -2.7139146 ...  0.         0.         0.       ],[False False False False  True],[ 0.42637684  0.64305778 -0.20520942 -0.20056582  0.04656319]
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,[-20.417553   2.242211   9.192398 ...   0.         0.         0.      ],[False False False False  True],[ 0.16897828  0.9281051  -0.81678087 -0.74347076 -0.39379157]
O=CNC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,"[-12.109776    5.6877537 -17.18563   ...   0.          0.
   0.       ]",[False False False False  True],[ 0.02957857 -0.65199409 -0.80469526 -0.74489404  0.05853659]
CC(O)CN,[-7.0041685  9.621083  -1.6437955 ...  0.         0.         0.       ],[False False False False  True],[ 0.20456954  0.93026236 -0.60958698 -0.59348176 -0.43991131]
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,[ 7.71336   -7.272149   3.8004253 ...  0.         0.         0.       ],[False False False False  True],[ 0.41465273  0.73576748 -0.53856095  0.74932108  0.37649667]
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,[-9.353214   4.0604744 -8.208059  ...  0.         0.         0.       ],[False False  True False False],[-0.79828365 -0.4493567  -0.09256449 -0.73064284 -0.3816133 ]
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,[18.691368   1.3061    -5.3117256 ...  0.         0.         0.       ],[False False False False  True],[-0.17036315  0.9419092  -0.85907955 -0.32479407  0.63725055]
CCn1c(=O)c2ccccc2n(-c2cccc(C(F)(F)F)c2)c1=O,[16.317884 -6.749469 13.187401 ...  0.        0.        0.      ],[False False False False  True],[ 0.73179966  0.91923662 -0.00151745  0.41508252 -0.08780488]
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,"[-0.81225276 -8.46491    -5.721027   ...  0.          0.
  0.        ]",[False False False  True False],[ 0.37465345  0.94169491 -0.76880075  0.41508252 -0.26789543]
Nc1ccc([N+](=O)[O-])c(Cl)n1,[ 1.3311806 -6.8798447 -1.759542  ...  0.         0.         0.       ],[False False False False  True],[-0.19066807  0.4040371   0.40283744 -0.08627533 -0.24745011]
COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN(C)C,"[-11.001768    3.2023933  -2.9460166 ...   0.          0.
   0.       ]",[False  True False False False],[ 0.04401025  0.394387   -0.24430956 -0.90834632 -0.55108656]
CCC1(c2ccccc2)CCNC1=O,[ 2.985711 -4.61214   5.195097 ...  0.        0.        0.      ],[False False False False  True],[ 0.12664812  0.05790441 -0.29265928 -0.98311039 -0.11751663]
CCCCCCCCCCCCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[6.4000254 6.9894514 9.506856  ... 0.        0.        0.       ],[False False False False  True],[-0.48696101 -0.95598523 -0.94270619 -0.83729943 -0.00310421]
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,[17.950508   1.9662377 -8.181001  ...  0.         0.         0.       ],[False  True False False False],[ 0.37903225  0.93087149 -0.71333241 -0.84604977  0.14523361]
CN(C)CCCN(C)C,[-2.186858   3.5291805  1.9398978 ...  0.         0.         0.       ],[False False False False  True],[ 0.60707134  0.9781026  -0.80474779 -0.39281051 -0.0195122 ]
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[-3.656137   0.6004081  4.3269887 ...  0.         0.         0.       ],[False False False False  True],[-0.23815823  0.98091944 -0.73394066 -0.55714992  0.07405765]
CCCNC(=O)C(C)Nc1ccc(OCC)cc1,[4.889246  2.0233486 2.929319  ... 0.        0.        0.       ],[False False False False  True],[ 0.48700228  0.74463164 -0.89688475 -0.48605705 -0.27716186]
NCC(CC(=O)O)c1ccc(Cl)cc1,[ 4.4784517  1.2428441 16.888086  ...  0.         0.         0.       ],[False False False False  True],[-0.11752443  0.94364712 -0.89788296 -0.51724532  0.27583149]
Cc1cc(C(=O)NNC(C)Cc2ccccc2)no1,[13.646606  -6.582679   6.3855486 ...  0.         0.         0.       ],[False False False False  True],[-0.98619893 -0.45815136 -0.7527048  -0.92801716  0.40709534]
CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,[13.849103  -2.1954842 -1.5693705 ...  0.         0.         0.       ],[False False False False  True],[ 0.16743133  0.95309569 -0.45465366  0.41508252 -0.23946785]
O=C1C=CC(=O)N1c1ccccc1Cl,[-13.064952  16.23972   -3.427355 ...   0.         0.         0.      ],[False False False False  True],[-0.48691997 -0.93973412 -0.9744087  -0.95765023  0.02439024]
CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,[-3.4672625  7.72348    3.53019   ...  0.         0.         0.       ],[False  True False False False],[-0.84928     0.96750369 -0.5038182   0.16440359 -0.43323841]
CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2ccc(OC)cc12,"[-18.094263    5.0601397   1.5163524 ...   0.          0.
   0.       ]",[False False  True False False],[-0.31865407 -0.20531758  0.60546282 -0.42010995  0.55545221]
CC(C)=NNC(N)=S,[-1.7237444  4.1231728  2.2796636 ...  0.         0.         0.       ],[False False False False  True],[ 0.47333085  0.72193418 -0.93375826 -0.90871827  0.39290466]
CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,"[-15.106863   -1.3977199  -1.7617544 ...   0.          0.
   0.       ]",[False False False False  True],[-0.93204072  0.26632582 -0.21767765 -0.98223074  0.47361419]
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,[-3.3721018  5.2778683 -1.2717617 ...  0.         0.         0.       ],[False False False False  True],[-0.23800452  0.98649934 -0.54033565 -0.92854397  0.51086475]
CC(C)[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,[-32.984985 -38.85365   32.51485  ...   0.         0.         0.      ],[ True False False False False],[ 0.21572784  0.84333046 -0.84633591 -0.85566274 -0.22855933]
CC(N)C(O)c1ccccc1,[-15.670025  19.00815  -26.016802 ...   0.         0.         0.      ],[False False False False  True],[ 0.54886921  0.74896012 -0.941956   -0.92082037 -0.24523282]
CCCCOP(=O)(OCCCC)Oc1ccccc1,"[ -2.3351498   0.9548886 -10.382451  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.15786311  0.65786707 -0.12327339  0.33152287 -0.18625277]
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,[14.510414  -7.5586953  5.7409954 ...  0.         0.         0.       ],[ True False False False  True],[ 0.48493019 -0.70082792 -0.98808765 -0.60622217 -0.22039911]
CC(=O)OC(C)=O,"[-13.595142    4.0420985  -2.8607273 ...   0.          0.
   0.       ]",[False False False False  True],[-0.62279831  0.94727165 -0.87686482 -0.87603411 -0.34900222]
CCC(C)OP(=S)(OC)OC,[-9.409245   3.9150186  0.3941105 ...  0.         0.         0.       ],[False False False False  True],[ 0.38500225  0.99422144 -0.88534659 -0.89991825  0.58802661]
O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2cc1Cl,"[-9.390631   -0.12646389 -7.508974   ...  0.          0.
  0.        ]",[False False False False  True],[ 0.11893409  0.3858406  -0.8039651  -0.91268178  0.94634146]
CCc1nn(-c2ccc(F)cc2)c2c(=O)[nH]ccc12,[ 2.1058443  2.5385551 -0.5804504 ...  0.         0.         0.       ],[False False False False  True],[ 0.27355203  0.55209426 -0.8701797  -0.34073078  0.1286031 ]
CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,"[ 3.236682   -0.85117984  3.9362788  ...  0.          0.
  0.        ]",[False  True False False False],[-0.59298398  0.8676514  -0.56191344 -0.86208712  0.26659712]
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],[-8.740061 11.847853  0.641279 ...  0.        0.        0.      ],[False False  True False False],[-0.44935888  0.83103636 -0.93626707 -0.08627533  0.60843325]
Cc1ccc(C2=CCN(CC=Cc3ccc4c(c3)CCC(=O)N4)CC2)cc1,"[-19.523067   17.97955    -7.3245664 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.54754265  0.93887284 -0.7956828  -0.88399036  0.13702882]
Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,[27.2062   -8.270307 21.776646 ...  0.        0.        0.      ],[False  True False False False],[ 0.13313344  0.97400295 -0.98291413 -0.85902501 -0.08291398]
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,"[-29.937607   31.010057    3.4529886 ...   0.          0.
   0.       ]",[False  True False False False],[ 0.50589904  0.9816839  -0.94313565 -0.90068233 -0.16922204]
CCC1(CC)C(=O)NCC(C)C1=O,[ 5.966793  -4.1324816  5.0893965 ...  0.         0.         0.       ],[False False False False  True],[-0.80902095  0.40045265 -0.34732125 -0.72812531 -0.0962306 ]
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,"[-15.838074    0.6044303  -2.1840825 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.48952201  0.91005375 -0.33908399 -0.83011413  0.22172949]
